N,P,K,temperature,humidity,ph,rainfall,label
-1.3716284564330845,-1.0729095690582617,-0.6735100152224687,0.8194810872614338,0.9243951608582498,0.9375445570349001,0.19943959763480662,16
-1.1274106295604163,2.0845129770111335,3.0152608063514332,0.7832508467133202,0.4266126347101237,-1.1538459536721262,-0.6436768732084344,7
-1.07314000136649,0.5361615361501801,-0.47624954348054876,-0.879968231099127,-2.1862906911528666,-1.1074517544176787,0.6940009359400081,9
-0.3404865207484852,-0.46571292558337807,-0.5946058265257007,0.13804260306875374,-0.4592368764142298,-0.2294819265456139,-1.2317435374406123,13
-0.883192802687748,-1.255068562100727,-0.7918662982676206,-2.5632319181843326,0.9158422482464996,-0.3419590742699557,0.2899409733470939,16
1.3419029532632294,-0.22283426819342456,-0.5946058265257007,-0.280284902661934,0.20764902598866594,-0.05381491545131266,-0.6251892438270892,6
0.8806026136148561,0.7790401935401337,0.13525791891940284,-0.09095013185857535,0.5355954756246817,-1.160565555090151,-0.08703269590315613,1
-1.2088165718513058,-1.2247087299269828,-0.7721402510934285,1.7532894754406563,0.8594920179495007,1.676604465932978,0.2705787818941266,16
-0.3947571489424115,2.4184711309223195,2.956082664828857,-0.01772264042498168,0.5641768410164447,-0.3131080273361298,-0.6235113613073252,7
-1.3173578282391583,0.7790401935401337,-0.6537839680482767,-0.8020650538319855,-0.26687402767980306,1.3171953685104252,-1.2314336297848052,10
-0.5304337194272272,-0.8603907438420525,-0.7129621095708526,-1.488106509689706,0.836065282436794,0.6929821516129748,0.15147790103074188,16
-0.8017868603968585,-0.07103510732470363,-0.6537839680482767,0.7394227995490975,0.7978601344810573,0.26217043403487517,-1.0031468974733424,14
1.8032032929116029,-0.6478719186258433,-0.2789890717386289,0.13054117900325857,-0.8659844170925363,0.3639049995721863,0.4315205877103594,5
-1.1816812577543425,0.29328287876022663,-0.47624954348054876,-1.1915707155683817,-0.31264807726936905,0.4403843648342346,-0.9168362257496577,10
1.2062263827784139,-0.4960727577571223,-0.2592630245644369,0.3354570262980282,-0.1343878932962806,-0.16025777910682484,1.6184448165728895,5
1.0976851263905611,-0.9818300725370293,-0.4367974491321648,0.14262275101818075,-0.6308587826683045,1.005638824128965,1.6043685147549749,5
1.6675267224267871,1.0219188509300872,-0.0028244112999410795,0.3126067440526222,0.26848197291297793,-0.34954718277674557,-0.07243185317895472,1
-0.8289221744938218,-0.4049932612358897,-0.6537839680482767,0.780457190056787,0.7478639375550435,0.9266950594670629,-1.0623884550416056,14
0.9348732418087824,-1.3461480586219596,0.09580582457101885,0.5112860642167777,0.9630396897710748,-0.033416378466386724,-1.3581144613203713,15
-0.5575690335241903,2.0845129770111335,2.936356617654665,-0.8331606514267048,0.9564155425616706,-1.1500776315431822,0.0489315951819965,0
-0.9917340590756005,2.0541531448373895,3.0547129006998173,-3.1276191991431896,0.5535880009885993,-0.40244382602833767,-0.5272656537982846,7
1.043414498196635,-1.285428394274471,-0.02255045847413307,0.8225616017163544,1.0431963067951846,-0.18645545323910345,-1.3748596660886219,15
1.0976851263905611,0.9308393544088546,0.07607977739682686,0.696773642975256,0.32743663458622113,-0.10610625740601426,0.2562015705485808,1
-0.2590805784575958,0.26292304658648247,-0.6537839680482767,0.7431870784221175,-0.3262689565254167,1.1303545099314236,-0.6950116129897579,2
-0.5847043476211534,-0.37463342906214553,-0.5354276850031248,1.1586247949984425,-0.3846368826262718,3.0597174913152743,-0.707268880870872,13
-0.4218924630393746,0.6272410326714127,-0.5157016378289327,0.2192573475019321,-0.37928323995181235,0.5428336104372359,-1.1018944700492193,10
1.3147676391662664,-0.7389514151470757,0.13525791891940284,0.7057351488790076,0.8999371962428029,0.23896342147385366,-1.400025497423744,15
-0.9917340590756005,0.17184355006524987,-0.5157016378289327,-0.3508957098363812,-0.1579658205478978,0.37388386379879035,-1.028509189728929,10
-0.7203809181059692,-0.7996710794945642,-0.7721402510934285,-1.3271653960357759,0.9800499168780928,-0.4044287293178049,0.28997782149049384,16
-1.3716284564330845,0.05040422137027313,-0.4565234963063568,0.5051233951969384,-1.2457983426869512,-2.489769710789662,-1.0489818121155954,13
-0.6118396617181167,0.6576008648451569,-0.5354276850031248,-0.16444697739561076,-0.9369706772710826,-0.5955065833195301,0.1970014885142203,18
0.9620085559057455,-0.5264325899308665,-0.47624954348054876,0.18516797423487089,0.0662241996946,-0.8767590470812866,-0.547778798229034,11
-0.23194526436063265,0.5968812004976685,-0.4565234963063568,1.6592838576876803,-0.18880890385969581,0.0358067000995417,-0.5496091010622116,2
-1.1274106295604163,0.7183205291926452,-0.6143318736998927,-1.0800855516686017,-2.1084532438500707,-0.8816666395455802,0.049231708012678364,9
2.0474211197842713,-0.46571292558337807,-0.4959755906547408,-0.048626685772924755,0.5484298320846902,-0.3794228088385236,-0.27312155137865507,6
0.31076101757863017,-0.3442735968884013,-0.23953697739024493,-0.5568244402372107,0.47814454709304516,-0.05595941793271069,2.642318790236252,20
-0.3404865207484852,0.20220338223899406,-0.5551537321773167,0.8345898632650962,-0.48387335280136856,1.2992320303914744,-1.0303776954541095,10
1.830338607008566,-0.9818300725370293,0.05635373022263488,-0.23221828949710005,0.669926937837795,0.26175873281395645,-0.9980388518791165,21
2.0474211197842713,-0.22283426819342456,-0.4565234963063568,-0.23054772425043693,0.4615707015488433,0.3622006658312236,-0.7758724443046237,6
-0.4761630912333009,0.6576008648451569,-0.5354276850031248,1.4643781156036577,-0.11124855147313996,0.27689146062167086,-0.7484732682432962,2
-1.1274106295604163,0.20220338223899406,-0.4959755906547408,1.2523252794416153,-0.6394304355457455,-0.2526293159225901,-0.7129598499786854,13
-1.1274106295604163,2.5399104596172966,2.995534759177241,-0.8836291456327499,0.8651649706340717,-1.0690552782263598,-0.011820756274026194,0
1.0705498122935981,-0.16211460384593618,-0.06200255282251704,-0.3041295404802797,-0.004639088910358706,0.04513599994411082,0.9128806721088918,8
-0.8017868603968585,-0.7389514151470757,-0.7129621095708526,-0.6509679886814912,0.9312492266108584,-0.04490191668435006,0.25314628140071926,16
